timestamp, cpu_power_uW, io_power_uW
1503442888.921696120, 2437000, 5468000
1503442889.204916537, 2437000, 5468000
1503442889.486081045, 2437000, 5218000
1503442889.768805035, 2437000, 5218000
1503442890.051872630, 2437000, 5218000
1503442890.336417805, 2437000, 5218000
1503442890.618506507, 2437000, 5218000
1503442890.899718416, 2437000, 5218000
1503442891.190089351, 2437000, 5468000
1503442891.473628033, 2437000, 5468000
1503442891.757617000, 2437000, 5468000
1503442892.040394691, 2437000, 5468000
1503442892.327395260, 2437000, 5468000
1503442892.611299686, 2437000, 5468000
1503442892.895152732, 2437000, 5468000
1503442893.182127101, 2437000, 5468000
1503442893.466682976, 2437000, 5468000
1503442893.749198983, 2437000, 5468000
1503442894.037120045, 2437000, 5468000
1503442894.317819967, 2437000, 5468000
1503442894.594227251, 2437000, 5468000
1503442894.870220148, 2437000, 5468000
1503442895.148711600, 2437000, 5468000
1503442895.427158731, 2437000, 5468000
1503442895.702160175, 2437000, 5468000
1503442895.976083564, 2437000, 5468000
1503442896.274148526, 2437000, 5468000
1503442896.551438981, 2437000, 5468000
1503442896.836493163, 2437000, 5468000
1503442897.115695485, 2437000, 5468000
1503442897.398881861, 2437000, 5468000
1503442897.685453045, 2437000, 5468000
1503442897.969271470, 2437000, 5468000
1503442898.252262524, 2437000, 5218000
1503442898.534991874, 2437000, 5468000
1503442898.807063457, 2437000, 5468000
1503442899.080487340, 2437000, 5468000
1503442899.354971516, 2437000, 5468000
1503442899.630107502, 2437000, 5468000
1503442899.903277701, 2437000, 5468000
1503442900.180998022, 2437000, 5468000
1503442900.456038047, 2437000, 5468000
1503442900.730961550, 2437000, 5468000
1503442901.006518281, 2937000, 5468000
1503442901.288304178, 2937000, 5468000
1503442901.571075909, 2437000, 5468000
1503442901.854846914, 2437000, 5468000
1503442902.137963849, 2437000, 5468000
1503442902.421111526, 2437000, 5468000
1503442902.704924851, 2437000, 5468000
1503442902.986977292, 2437000, 5468000
1503442903.268860010, 2437000, 5468000
1503442903.552217389, 2437000, 5468000
1503442903.836358799, 2437000, 5468000
1503442904.119853600, 2437000, 5468000
1503442904.402084243, 2437000, 5468000
1503442904.685940229, 2437000, 5468000
1503442904.969613312, 2437000, 5468000
1503442905.251197107, 2437000, 5468000
1503442905.531604005, 2437000, 5468000
1503442905.815273488, 2437000, 5468000
1503442906.099585820, 2437000, 5468000
1503442906.382332051, 2437000, 5468000
1503442906.664569714, 2437000, 5468000
1503442906.940749015, 2437000, 5468000
1503442907.218252053, 2437000, 5468000
1503442907.493377839, 2437000, 5468000
1503442907.770999119, 2437000, 5468000
1503442908.047431602, 2437000, 5468000
1503442908.320009973, 2437000, 5468000
1503442908.595117978, 2437000, 5468000
1503442908.876382449, 2437000, 5468000
1503442909.160256595, 2437000, 5468000
1503442909.439375035, 2437000, 5468000
1503442909.712625355, 2437000, 5468000
1503442909.988074885, 2437000, 5468000
1503442910.265942929, 2437000, 5468000
1503442910.553342683, 2437000, 5468000
1503442910.839862346, 2437000, 5468000
1503442911.122246331, 2437000, 5468000
1503442911.407325654, 2437000, 5468000
1503442911.682373839, 2437000, 5468000
1503442911.957475084, 2437000, 5468000
1503442912.232723491, 2437000, 5468000
1503442912.507948478, 2437000, 5468000
1503442912.784009917, 2437000, 5468000
1503442913.055140948, 2437000, 5468000
1503442913.336537780, 2437000, 5468000
1503442913.620709110, 2437000, 5468000
1503442913.904678797, 2437000, 5468000
1503442914.188558504, 2437000, 5468000
1503442914.472277788, 2437000, 5468000
1503442914.755599946, 2437000, 5468000
1503442915.039647854, 2437000, 5468000
1503442915.321031966, 2437000, 5468000
1503442915.606901180, 2437000, 5468000
1503442915.889735692, 2437000, 5468000
1503442916.172311940, 2437000, 5468000
1503442916.457038658, 2437000, 5468000
1503442916.739801969, 2437000, 5468000
1503442917.028218077, 2437000, 5468000
1503442917.315519790, 2437000, 5468000
1503442917.598814289, 2437000, 5468000
1503442917.882054806, 2437000, 5468000
1503442918.163253055, 2437000, 5468000
1503442918.444329203, 2437000, 5468000
1503442918.722288148, 2437000, 5468000
1503442918.999741385, 2437000, 5468000
1503442919.275795784, 2437000, 5468000
1503442919.554332837, 2437000, 5218000
1503442919.832097819, 2437000, 5218000
1503442920.108733645, 2437000, 5468000
1503442920.391171512, 2437000, 5468000
1503442920.675716567, 2437000, 5468000
1503442920.959693255, 2437000, 5468000
1503442921.243376658, 2437000, 5218000
1503442921.529479915, 2437000, 5468000
1503442921.813619245, 2437000, 5468000
1503442922.086911925, 2437000, 5468000
1503442922.360877455, 2437000, 5468000
1503442922.638579516, 2437000, 5468000
1503442922.918226964, 2437000, 5468000
1503442923.196672736, 2437000, 5218000
1503442923.475098647, 2437000, 5218000
1503442923.754153607, 2437000, 5218000
1503442924.028616903, 2437000, 5218000
1503442924.302438331, 2437000, 5218000
1503442924.581601112, 2437000, 5218000
1503442924.858201659, 2437000, 5218000
1503442925.136518148, 2437000, 5468000
1503442925.411985879, 2437000, 5468000
1503442925.692418538, 2437000, 5468000
1503442925.975869758, 2437000, 5468000
1503442926.253759522, 2437000, 5468000
1503442926.528902668, 2437000, 5468000
1503442926.804182576, 2437000, 5468000
1503442927.079238700, 2437000, 5468000
1503442927.354995915, 2437000, 5468000
1503442927.630143821, 2437000, 5468000
1503442927.905688493, 2437000, 5468000
1503442928.177730496, 2437000, 5218000
1503442928.452609018, 2437000, 5218000
1503442928.732415769, 2437000, 5468000
1503442929.012844127, 2437000, 5468000
1503442929.294040697, 2437000, 5468000
1503442929.581306070, 2437000, 5468000
1503442929.865536241, 2437000, 5468000
1503442930.138474056, 2437000, 5468000
1503442930.414137030, 2437000, 5468000
1503442930.688002318, 2437000, 5468000
1503442930.961417100, 2437000, 5468000
1503442931.237031813, 2437000, 5468000
1503442931.512498503, 2437000, 5218000
1503442931.791206398, 2437000, 5218000
1503442932.065686635, 2437000, 5218000
1503442932.338599191, 2437000, 5218000
1503442932.616859720, 2437000, 5218000
1503442932.894524700, 2437000, 5218000
1503442933.169139679, 2437000, 5218000
1503442933.442813065, 2437000, 5218000
1503442933.723773111, 2437000, 5468000
1503442933.998513932, 2437000, 5468000
1503442934.286082929, 2437000, 5468000
1503442934.564034694, 2437000, 5218000
1503442934.837545577, 2437000, 5218000
1503442935.114961135, 2437000, 5468000
1503442935.392936220, 2437000, 5468000
1503442935.674025407, 2437000, 5468000
1503442935.958731745, 2437000, 5468000
1503442936.241330074, 2437000, 5218000
1503442936.527063686, 2437000, 5468000
1503442936.809737695, 2437000, 5468000
1503442937.091510693, 2437000, 5218000
1503442937.374760330, 2437000, 5218000
1503442937.658106069, 2437000, 5468000
1503442937.938770671, 2437000, 5468000
1503442938.222443215, 2437000, 5218000
1503442938.505997297, 2437000, 5218000
1503442938.785598384, 2937000, 5218000
1503442939.061391379, 2937000, 5468000
1503442939.335896096, 2937000, 5468000
1503442939.609861166, 2437000, 5468000
1503442939.883891597, 2437000, 5468000
1503442940.165592474, 2437000, 5468000
1503442940.449702723, 2437000, 5468000
1503442940.732521955, 2437000, 5468000
1503442941.021746275, 2437000, 5468000
1503442941.305064273, 2437000, 5468000
1503442941.580889529, 2437000, 5468000
1503442941.854159109, 2437000, 5468000
1503442942.129207454, 2437000, 5468000
1503442942.409059445, 2437000, 5468000
1503442942.686620044, 2437000, 5468000
1503442942.960253070, 2437000, 5468000
1503442943.233396608, 2437000, 5468000
1503442943.512058963, 2437000, 5468000
1503442943.799403997, 2437000, 5468000
1503442944.082281329, 2437000, 5468000
1503442944.367061728, 2437000, 5468000
1503442944.650690111, 2437000, 5468000
1503442944.931762959, 2437000, 5468000
1503442945.214282426, 2437000, 5218000
1503442945.498097532, 2437000, 5468000
1503442945.780924484, 2437000, 5468000
1503442946.064321883, 2437000, 5468000
1503442946.345367871, 2437000, 5468000
1503442946.629121995, 2937000, 5468000
1503442946.910983434, 2937000, 5468000
1503442947.191637956, 2437000, 5468000
1503442947.474212544, 2437000, 5468000
1503442947.761053892, 2437000, 5468000
1503442948.051204364, 2437000, 5468000
1503442948.339184127, 2437000, 5468000
1503442948.622420345, 2437000, 5468000
1503442948.905460059, 2437000, 5468000
1503442949.177593504, 2437000, 5468000
1503442949.456280179, 2437000, 5468000
1503442949.736073889, 2437000, 5468000
1503442950.014898986, 2437000, 5468000
1503442950.290055612, 2437000, 5468000
1503442950.562722544, 2437000, 5468000
1503442950.841437460, 2437000, 5468000
1503442951.116429584, 2437000, 5468000
1503442951.392974009, 2437000, 5468000
1503442951.666786817, 2437000, 5468000
1503442951.940552104, 2437000, 5468000
1503442952.221749854, 2437000, 5468000
1503442952.496863820, 2437000, 5468000
1503442952.771997606, 2437000, 5468000
1503442953.048493011, 2437000, 5468000
1503442953.324124843, 2437000, 5468000
1503442953.599384291, 2437000, 5468000
1503442953.876943551, 2437000, 5468000
1503442954.149612323, 2437000, 5468000
1503442954.427947433, 2437000, 5468000
1503442954.706359344, 2437000, 5468000
1503442954.991703351, 2437000, 5468000
1503442955.287487121, 2437000, 5468000
1503442955.575106919, 2437000, 5468000
1503442955.859717355, 2437000, 5468000
1503442956.142644449, 2437000, 5468000
1503442956.426413134, 2437000, 5468000
1503442956.706992495, 2437000, 5468000
1503442956.988115683, 2437000, 5468000
1503442957.274970250, 2437000, 5468000
1503442957.558777836, 2437000, 5468000
1503442957.842611202, 2437000, 5468000
1503442958.127137157, 2437000, 5468000
1503442958.411096865, 2437000, 5468000
1503442958.694540925, 2437000, 5468000
1503442958.976209761, 2437000, 5468000
1503442959.259211635, 2437000, 5468000
1503442959.539234749, 2437000, 5468000
1503442959.822266684, 2437000, 5468000
1503442960.105889846, 2437000, 5468000
1503442960.389158644, 2437000, 5468000
1503442960.676845343, 2437000, 5468000
1503442960.958651161, 2437000, 5468000
1503442961.240856285, 2437000, 5468000
1503442961.523952040, 2437000, 5468000
1503442961.807835087, 2437000, 5468000
1503442962.089024196, 2437000, 6656000
1503442962.375533739, 2437000, 6656000
1503442962.658612114, 2437000, 6656000
1503442962.941290604, 2437000, 6656000
1503442963.231931864, 2437000, 5468000
1503442963.516771503, 2437000, 5468000
1503442963.797641769, 2437000, 5468000
1503442964.084143731, 2437000, 5468000
1503442964.367956677, 2437000, 5468000
1503442964.651117873, 2437000, 5468000
1503442964.934929039, 2437000, 5468000
1503442965.215133975, 2437000, 5218000
1503442965.488958123, 2437000, 5218000
1503442965.774907238, 2437000, 5218000
1503442966.052147393, 2437000, 5218000
1503442966.326261925, 2437000, 5218000
1503442966.602875251, 2437000, 5468000
1503442966.887287545, 2437000, 5468000
1503442967.162898838, 2437000, 5218000
1503442967.450028109, 2437000, 5218000
1503442967.735849362, 2437000, 5218000
1503442968.013777467, 2437000, 5218000
1503442968.288755491, 2437000, 5218000
1503442968.562052352, 2437000, 5218000
1503442968.837145137, 2437000, 5218000
1503442969.112241483, 2437000, 5468000
1503442969.394903893, 2437000, 5468000
1503442969.678542456, 2437000, 5468000
1503442969.959196178, 2437000, 5468000
1503442970.241255680, 2437000, 5468000
1503442970.524444577, 2437000, 5468000
1503442970.808093880, 2437000, 5468000
1503442971.088922405, 2437000, 5468000
1503442971.372513607, 2437000, 5468000
1503442971.658169838, 2437000, 5468000
1503442971.929649254, 2437000, 5468000
1503442972.204602458, 2437000, 5468000
1503442972.479192276, 2437000, 5468000
1503442972.753487391, 2437000, 5468000
1503442973.026379986, 2437000, 5468000
1503442973.303839624, 2437000, 5468000
1503442973.583606234, 2437000, 5468000
1503442973.857438303, 2437000, 5468000
1503442974.134409854, 2437000, 5468000
1503442974.409513580, 2437000, 5468000
1503442974.688119854, 2437000, 5468000
1503442974.966250381, 2437000, 5468000
1503442975.252343178, 2437000, 5468000
1503442975.535551376, 2437000, 5468000
1503442975.808838196, 2437000, 5468000
1503442976.081974655, 2437000, 5468000
1503442976.363023623, 2437000, 5468000
1503442976.640736444, 2437000, 5468000
1503442976.915355443, 2437000, 5468000
1503442977.188733445, 2437000, 5468000
1503442977.463727610, 2437000, 5468000
1503442977.740505859, 2437000, 5468000
1503442978.013572856, 2437000, 5468000
1503442978.286723975, 2437000, 5468000
1503442978.564386216, 2437000, 5468000
1503442978.842183679, 2437000, 5468000
1503442979.121088997, 2437000, 5468000
1503442979.396733690, 2437000, 5468000
1503442979.678436107, 2437000, 5468000
1503442979.961389761, 2437000, 5468000
1503442980.241728679, 2437000, 5218000
1503442980.525156999, 2437000, 5218000
1503442980.813610669, 2437000, 5218000
1503442981.097097590, 2437000, 5468000
1503442981.378036856, 2437000, 5468000
1503442981.663344742, 2437000, 5218000
1503442981.943080332, 2437000, 5218000
1503442982.227544126, 2437000, 5468000
1503442982.514972482, 2437000, 5218000
1503442982.797924156, 2437000, 5218000
1503442983.081514918, 2437000, 5468000
1503442983.365787330, 2437000, 5468000
1503442983.647636809, 2437000, 5468000
1503442983.930044795, 2437000, 5468000
1503442984.215989770, 2437000, 5468000
1503442984.500081880, 2437000, 5468000
1503442984.785385606, 2437000, 5468000
1503442985.068970888, 2437000, 5468000
1503442985.344268857, 2437000, 5468000
1503442985.622281463, 2937000, 5468000
1503442985.901926331, 2937000, 5468000
1503442986.178943863, 2437000, 5468000
1503442986.465311104, 2437000, 5468000
1503442986.749817439, 2437000, 5468000
1503442987.025257910, 2437000, 5218000
1503442987.304891478, 2437000, 5218000
1503442987.586486333, 2437000, 5468000
1503442987.868617076, 2437000, 5468000
1503442988.152410381, 2437000, 5218000
1503442988.435706940, 2437000, 5218000
1503442988.709858393, 2437000, 5218000
1503442988.982095739, 2437000, 5218000
1503442989.259676959, 1937000, 5468000
1503442989.534686003, 1937000, 5468000
1503442989.812076201, 2437000, 5468000
1503442990.085613025, 2437000, 5468000
1503442990.362545036, 2437000, 5468000
1503442990.640774445, 2437000, 5468000
1503442990.918408726, 2437000, 5468000
1503442991.196556033, 2437000, 5218000
1503442991.472927077, 2437000, 5218000
1503442991.754115226, 2437000, 5218000
1503442992.038168975, 2437000, 5218000
1503442992.322018482, 2437000, 5218000
1503442992.605857428, 2437000, 5218000
1503442992.888723140, 2437000, 5218000
1503442993.176802125, 2437000, 5218000
1503442993.461160998, 2437000, 5218000
1503442993.744788201, 2437000, 5218000
1503442994.028515246, 2437000, 5218000
1503442994.309748196, 2437000, 5218000
1503442994.593605282, 2437000, 5218000
1503442994.880800055, 2437000, 5218000
1503442995.162627093, 2437000, 5468000
1503442995.439876368, 2437000, 5468000
1503442995.713688077, 2437000, 5468000
1503442995.988759182, 2437000, 5468000
1503442996.266041198, 2437000, 5468000
1503442996.542703585, 2437000, 5218000
1503442996.818718704, 2437000, 5218000
1503442997.101945921, 2437000, 5218000
1503442997.388502125, 2437000, 5218000
1503442997.677106257, 2437000, 5468000
1503442997.965168361, 2437000, 5468000
1503442998.248348338, 2437000, 5218000
1503442998.531198310, 2437000, 5218000
1503442998.815563224, 2437000, 5218000
1503442999.098853842, 2437000, 5218000
1503442999.383046073, 2437000, 5218000
1503442999.666209210, 2437000, 5218000
1503442999.947873246, 2437000, 5218000
1503443000.230844120, 2437000, 5218000
1503443000.518847804, 2437000, 5218000
1503443000.806985349, 2437000, 5218000
1503443001.090322668, 2437000, 5468000
1503443001.373104500, 2437000, 5468000
1503443001.647077230, 2437000, 5468000
1503443001.924701951, 2437000, 5468000
1503443002.200505907, 2437000, 5468000
1503443002.474848142, 2437000, 5468000
1503443002.750269192, 2437000, 5468000
1503443003.026579015, 2437000, 5468000
1503443003.308224171, 2437000, 5468000
1503443003.592432422, 2437000, 5468000
1503443003.875071872, 2437000, 5468000
1503443004.150941228, 2437000, 5468000
1503443004.424740716, 2437000, 5468000
1503443004.698317781, 2437000, 5468000
1503443004.973863253, 2437000, 5468000
1503443005.248335890, 2437000, 5468000
1503443005.519843127, 1937000, 5218000
1503443005.795571861, 1937000, 5218000
1503443006.070556586, 2437000, 5468000
1503443006.345525710, 2437000, 5468000
1503443006.618190502, 2437000, 5218000
1503443006.895183934, 2437000, 5218000
1503443007.172875236, 2437000, 5468000
1503443007.453142793, 2437000, 5468000
1503443007.736754736, 2437000, 5468000
1503443008.024347774, 2437000, 5468000
1503443008.302554522, 2437000, 5468000
1503443008.584412701, 2437000, 5468000
1503443008.859016780, 2437000, 5468000
1503443009.133347916, 2437000, 5468000
1503443009.410739473, 2437000, 5468000
1503443009.687342600, 2437000, 5468000
1503443009.962792670, 2437000, 5468000
1503443010.237732394, 2437000, 5468000
1503443010.517671887, 2437000, 5468000
1503443010.794546097, 2437000, 5468000
1503443011.072445222, 2437000, 5468000
1503443011.350336086, 2437000, 5468000
1503443011.624948425, 2437000, 5468000
1503443011.902048499, 2437000, 5468000
1503443012.175189418, 2437000, 5468000
1503443012.453490128, 2437000, 5468000
1503443012.731680936, 2437000, 5468000
1503443013.006607320, 2437000, 5468000
1503443013.289701715, 2437000, 5468000
1503443013.572349125, 3906000, 5468000
1503443013.863923878, 3906000, 5468000
1503443014.143430645, 3906000, 6406000
1503443014.426890726, 3906000, 6406000
1503443014.711235299, 2437000, 5218000
1503443014.995887916, 2437000, 5218000
1503443015.283402873, 2437000, 5218000
1503443015.566652131, 2437000, 5218000
1503443015.848016423, 2437000, 5218000
1503443016.136515834, 2437000, 5218000
1503443016.417788525, 2437000, 5218000
1503443016.699890487, 2437000, 5218000
1503443016.982452336, 2437000, 5218000
1503443017.269563327, 2437000, 5218000
1503443017.554007841, 2437000, 5468000
1503443017.837265720, 2437000, 5468000
1503443018.112024761, 2437000, 5218000
1503443018.388591207, 2437000, 5218000
1503443018.663713713, 2437000, 5468000
1503443018.941073610, 2437000, 5468000
1503443019.215927733, 2437000, 5468000
1503443019.487909356, 2437000, 5468000
1503443019.766199806, 2437000, 5468000
1503443020.047984704, 2437000, 5218000
1503443020.330619574, 2437000, 5218000
1503443020.612438332, 2437000, 5218000
1503443020.886396022, 2437000, 5218000
1503443021.160546995, 2437000, 5218000
1503443021.435971666, 2437000, 5218000
1503443021.712224628, 2437000, 5218000
1503443021.989369202, 2437000, 5218000
1503443022.271463324, 2437000, 5218000
1503443022.554079673, 2437000, 5218000
1503443022.837312571, 2437000, 5218000
1503443023.121273259, 2437000, 5468000
1503443023.405466130, 2437000, 5468000
1503443023.689725262, 2437000, 5218000
1503443023.978342074, 2437000, 5218000
1503443024.261347009, 2437000, 5218000
1503443024.542377337, 2437000, 5218000
1503443024.819548191, 2437000, 5218000
1503443025.095079843, 2437000, 5218000
1503443025.368820731, 2437000, 5218000
1503443025.640761093, 2437000, 5218000
1503443025.915581595, 2437000, 5218000
1503443026.190519719, 2437000, 5218000
1503443026.468364803, 2437000, 5218000
1503443026.751543860, 2437000, 5218000
1503443027.039262800, 2437000, 5218000
1503443027.326026946, 2437000, 5218000
1503443027.611325893, 2437000, 5218000
1503443027.895292521, 2437000, 5218000
1503443028.170253065, 2437000, 5218000
1503443028.443241022, 2437000, 5218000
1503443028.717452176, 2437000, 5218000
1503443028.991506267, 2437000, 5218000
1503443029.268475619, 2437000, 5218000
1503443029.549782111, 2437000, 5218000
1503443029.830839959, 2437000, 5218000
1503443030.115379895, 2437000, 5218000
1503443030.397681820, 2437000, 5218000
1503443030.681722049, 2437000, 5468000
1503443030.964152656, 2437000, 5468000
1503443031.247793979, 2437000, 5218000
1503443031.526681017, 2437000, 5218000
1503443031.802095808, 2437000, 5218000
1503443032.075008944, 2437000, 5218000
1503443032.349930007, 2437000, 5218000
1503443032.625402479, 2437000, 5218000
1503443032.901639960, 2437000, 5218000
1503443033.177908802, 2437000, 5218000
1503443033.459951204, 2437000, 5218000
1503443033.743776710, 2437000, 5218000
1503443034.027275912, 2437000, 5218000
1503443034.308042576, 2437000, 5218000
1503443034.590847168, 2437000, 5218000
1503443034.874151447, 2437000, 5218000
1503443035.156833537, 2437000, 5218000
1503443035.440215377, 2437000, 5218000
1503443035.721595130, 2437000, 5218000
1503443036.007005618, 2437000, 5218000
1503443036.290721143, 2437000, 5218000
1503443036.574267745, 2437000, 5468000
1503443036.854471941, 2437000, 5468000
1503443037.136892448, 2437000, 5468000
1503443037.417779014, 2437000, 5468000
1503443037.699234207, 2437000, 5468000
1503443037.981939978, 2437000, 5218000
1503443038.262795683, 2437000, 5218000
1503443038.547105996, 1937000, 5468000
1503443038.829717826, 1937000, 5468000
1503443039.112479457, 2437000, 5468000
1503443039.394342376, 2437000, 5468000
1503443039.669818168, 2437000, 5468000
1503443039.944685131, 2437000, 5468000
1503443040.218494199, 2437000, 5468000
1503443040.489843993, 2437000, 5468000
1503443040.765395186, 2437000, 5468000
1503443041.042873184, 2437000, 5468000
1503443041.326645190, 2437000, 5468000
1503443041.610396315, 2437000, 5468000
1503443041.897532187, 2437000, 5468000
1503443042.178931320, 2437000, 5468000
1503443042.460644017, 2437000, 5468000
1503443042.744069657, 2437000, 5468000
1503443043.027766842, 1937000, 5468000
1503443043.309703522, 1937000, 5468000
1503443043.594021455, 2437000, 5468000
1503443043.881964838, 2437000, 5468000
1503443044.166326212, 2437000, 5468000
1503443044.449151384, 2437000, 5468000
1503443044.732406142, 2437000, 5218000
1503443045.016452132, 2437000, 5468000
1503443045.296441705, 2437000, 5468000
1503443045.571185046, 2437000, 5468000
1503443045.847018942, 2437000, 5468000
1503443046.126091183, 2437000, 5218000
1503443046.403892407, 2437000, 5218000
1503443046.679758863, 2437000, 5218000
1503443046.959605015, 2437000, 5218000
1503443047.235415551, 2437000, 5468000
1503443047.510434996, 2437000, 5468000
1503443047.785989168, 2437000, 5468000
1503443048.065783059, 1937000, 5468000
1503443048.342895233, 1937000, 5468000
1503443048.616468178, 2437000, 5218000
1503443048.890642311, 2437000, 5218000
1503443049.165744777, 2437000, 5468000
1503443049.444212750, 2437000, 5468000
1503443049.721996573, 2437000, 5468000
1503443050.001819144, 2437000, 5218000
1503443050.275442510, 2437000, 5218000
1503443050.547169390, 1937000, 4984000
1503443050.820695634, 1937000, 4984000
1503443051.095633138, 1937000, 4984000
1503443051.372177444, 1937000, 4984000
1503443051.653583757, 1937000, 5218000
1503443051.934006177, 1937000, 5218000
1503443052.212063523, 1937000, 4984000
1503443052.492352461, 1937000, 4984000
1503443052.773291408, 1937000, 4984000
1503443053.056266682, 1937000, 4984000
1503443053.334871417, 1937000, 4984000
1503443053.617067160, 968000, 4984000
1503443053.898355972, 968000, 4984000
1503443054.177858078, 1468000, 4984000
1503443054.458704724, 1468000, 4984000
1503443054.738558295, 1468000, 5218000
1503443055.017371433, 1468000, 5218000
1503443055.296477914, 1468000, 5218000
1503443055.575790418, 968000, 5218000
1503443055.857269472, 968000, 5218000
1503443056.138739886, 968000, 5218000
1503443056.419106325, 968000, 5218000
1503443056.699067498, 1468000, 4984000
1503443056.979263274, 1468000, 4984000
1503443057.257042777, 1468000, 4984000
1503443057.539306022, 968000, 4984000
1503443057.818562285, 968000, 4984000
1503443058.098647740, 968000, 4984000
1503443058.379477625, 968000, 4984000
1503443058.660386351, 968000, 4984000
1503443058.940343044, 968000, 4984000
1503443059.225408188, 968000, 4984000
1503443059.503143590, 1468000, 4984000
1503443059.780703430, 1468000, 4984000
